date,adjusted_close
2021-05-28,69.19850158691406
2021-06-01,69.44678497314453
2021-06-02,69.67792510986328
2021-06-03,69.3354721069336
2021-06-04,69.92618560791016
2021-06-07,70.1573257446289
2021-06-08,70.12310028076172
2021-06-09,69.93473815917969
2021-06-10,70.12739562988281
2021-06-11,70.29228210449219
2021-06-14,70.41377258300781
2021-06-15,70.50054931640625
2021-06-16,70.066650390625
2021-06-17,69.58069610595703
2021-06-18,68.14012145996094
2021-06-21,69.03397369384766
2021-06-22,69.04263305664062
2021-06-23,68.60005950927734
2021-06-24,69.25959777832031
2021-06-25,69.40711975097656
2021-06-28,68.96454620361328
2021-06-29,68.98188781738281
2021-06-30,68.45252990722656
2021-07-01,68.6174087524414
2021-07-02,68.85173034667969
2021-07-06,68.40046691894531
2021-07-07,68.77362060546875
2021-07-08,67.88846588134766
2021-07-09,69.04263305664062
2021-07-12,69.33770751953125
2021-07-13,68.97322082519531
2021-07-14,69.12943267822266
2021-07-15,68.46990203857422
2021-07-16,67.966552734375
2021-07-19,66.7342758178711
2021-07-20,67.22024536132812
2021-07-21,68.24427032470703
2021-07-22,68.27029418945312
2021-07-23,68.74759674072266
2021-07-26,68.8430404663086
2021-07-27,68.56535339355469
2021-07-28,68.86041259765625
2021-07-29,69.33770751953125
2021-07-30,68.98188781738281
2021-08-02,69.32901763916016
2021-08-03,69.82366180419922
2021-08-04,69.61539459228516
2021-08-05,69.9538345336914
2021-08-06,69.69348907470703
2021-08-09,69.6587905883789
2021-08-10,69.81498718261719
2021-08-11,70.29228210449219
2021-08-12,70.23153686523438
2021-08-13,70.65675354003906
2021-08-16,70.29228210449219
2021-08-17,69.63274383544922
2021-08-18,69.36373138427734
2021-08-19,68.67816162109375
2021-08-20,68.94717407226562
2021-08-23,69.58935546875
2021-08-24,69.73689270019531
2021-08-25,69.76292419433594
2021-08-26,69.39845275878906
2021-08-27,70.03193664550781
2021-08-30,70.01457977294922
2021-08-31,69.97987365722656
2021-09-01,70.61337280273438
2021-09-02,70.8997573852539
2021-09-03,71.22084045410156
2021-09-07,71.27289581298828
2021-09-08,70.7088394165039
2021-09-09,70.58733367919922
2021-09-10,70.43113708496094
2021-09-13,70.98652648925781
2021-09-14,70.69147491455078
2021-09-15,70.8997573852539
2021-09-16,70.78694152832031
2021-09-17,69.8583755493164
2021-09-20,68.56535339355469
2021-09-21,69.24224853515625
2021-09-22,69.58935546875
2021-09-23,70.34434509277344
2021-09-24,69.684814453125
2021-09-27,69.64143371582031
2021-09-28,68.12277221679688
2021-09-29,67.966552734375
2021-09-30,67.69755554199219
2021-10-01,67.8624267578125
2021-10-04,67.15082550048828
2021-10-05,67.61075592041016
2021-10-06,67.15950012207031
2021-10-07,67.68019104003906
2021-10-08,67.67151641845703
2021-10-11,67.45455169677734
2021-10-12,67.48927307128906
2021-10-13,68.15748596191406
2021-10-14,68.83436584472656
2021-10-15,69.40711975097656
2021-10-18,69.112060546875
2021-10-19,69.52861022949219
2021-10-20,69.77159881591797
2021-10-21,69.44183349609375
2021-10-22,69.8583755493164
2021-10-25,69.71954345703125
2021-10-26,69.8583755493164
2021-10-27,69.58069610595703
2021-10-28,70.25756072998047
2021-10-29,69.8497085571289
2021-11-01,70.5265884399414
2021-11-02,70.37905883789062
2021-11-03,70.95182037353516
2021-11-04,70.90841674804688
2021-11-05,71.01256561279297
2021-11-08,71.0038833618164
2021-11-09,70.84767150878906
2021-11-10,69.98856353759766
2021-11-11,70.24022674560547
2021-11-12,70.62205505371094
2021-11-15,70.49188232421875
2021-11-16,70.33567810058594
2021-11-17,70.24889373779297
2021-11-18,70.31831359863281
2021-11-19,69.71954345703125
2021-11-22,69.3116683959961
2021-11-23,69.24224853515625
2021-11-24,68.78229522705078
2021-11-26,66.93386840820312
2021-11-29,67.27233123779297
2021-11-30,66.68222045898438
2021-12-01,66.3003921508789
2021-12-02,67.12478637695312
2021-12-03,66.84709930419922
2021-12-06,67.48927307128906
2021-12-07,68.91248321533203
2021-12-08,69.04263305664062
2021-12-09,68.46990203857422
2021-12-10,68.6174087524414
2021-12-13,67.97465515136719
2021-12-14,67.61267852783203
2021-12-15,68.53089141845703
2021-12-16,68.53971862792969
2021-12-17,67.67447662353516
2021-12-20,67.5243911743164
2021-12-21,68.27485656738281
2021-12-22,68.9105453491211
2021-12-23,69.3166732788086
2021-12-27,69.85525512695312
2021-12-28,69.88172149658203
2021-12-29,69.85525512695312
2021-12-30,69.67210388183594
2021-12-31,69.61018371582031
2022-01-03,70.0614013671875
2022-01-04,70.45951080322266
2022-01-05,69.84021759033203
2022-01-06,69.486328125
2022-01-07,69.68981170654297
2022-01-10,69.04396057128906
2022-01-11,69.79595947265625
2022-01-12,70.47722625732422
2022-01-13,69.96407318115234
